
x		f(x)		fprima(x)
0.000000	0.000000	0.000000
0.002000	0.000006	0.006006
0.004000	0.000024	0.012024
0.006000	0.000054	0.018054
0.008000	0.000096	0.024096
0.010000	0.000150	0.030150
0.012000	0.000217	0.036217
0.014000	0.000295	0.042295
0.016000	0.000386	0.048386
0.018000	0.000489	0.054489
0.020000	0.000604	0.060604
0.022000	0.000731	0.066731
0.024000	0.000871	0.072871
0.026000	0.001023	0.079023
0.028000	0.001187	0.085187
0.030000	0.001364	0.091364
0.032000	0.001552	0.097552
0.034000	0.001754	0.103754
0.036000	0.001967	0.109967
0.038000	0.002194	0.116194
0.040000	0.002432	0.122432
0.042000	0.002683	0.128683
0.044000	0.002947	0.134947
0.046000	0.003223	0.141223
0.048000	0.003512	0.147512
0.050000	0.003813	0.153813
0.052000	0.004127	0.160127
0.054000	0.004454	0.166454
0.056000	0.004793	0.172793
0.058000	0.005145	0.179145
0.060000	0.005510	0.185510
0.062000	0.005887	0.191887
0.064000	0.006277	0.198277
0.066000	0.006680	0.204680
0.068000	0.007096	0.211096
0.070000	0.007524	0.217524
0.072000	0.007966	0.223966
0.074000	0.008420	0.230420
0.076000	0.008888	0.236888
0.078000	0.009368	0.243368
0.080000	0.009861	0.249861
0.082000	0.010367	0.256367
0.084000	0.010886	0.262886
0.086000	0.011419	0.269419
0.088000	0.011964	0.275964
0.090000	0.012523	0.282523
0.092000	0.013094	0.289094
0.094000	0.013679	0.295679
0.096000	0.014277	0.302277
0.098000	0.014888	0.308888
0.100000	0.015513	0.315512
0.102000	0.016150	0.322150
0.104000	0.016801	0.328801
0.106000	0.017465	0.335465
0.108000	0.018143	0.342143
0.110000	0.018834	0.348834
0.112000	0.019538	0.355538
0.114000	0.020256	0.362256
0.116000	0.020987	0.368987
0.118000	0.021732	0.375732
0.120000	0.022490	0.382490
0.122000	0.023262	0.389262
0.124000	0.024047	0.396047
0.126000	0.024846	0.402846
0.128000	0.025659	0.409658
0.130000	0.026485	0.416485
0.132000	0.027325	0.423324
0.134000	0.028178	0.430178
0.136000	0.029045	0.437045
0.138000	0.029926	0.443926
0.140000	0.030821	0.450821
0.142000	0.031730	0.457729
0.144000	0.032652	0.464652
0.146000	0.033588	0.471588
0.148000	0.034538	0.478538
0.150000	0.035502	0.485502
0.152000	0.036480	0.492480
0.154000	0.037472	0.499472
0.156000	0.038478	0.506478
0.158000	0.039498	0.513498
0.160000	0.040532	0.520532
0.162000	0.041580	0.527580
0.164000	0.042643	0.534642
0.166000	0.043719	0.541719
0.168000	0.044809	0.548809
0.170000	0.045914	0.555914
0.172000	0.047033	0.563033
0.174000	0.048166	0.570166
0.176000	0.049314	0.577314
0.178000	0.050476	0.584476
0.180000	0.051652	0.591652
0.182000	0.052842	0.598842
0.184000	0.054047	0.606047
0.186000	0.055266	0.613266
0.188000	0.056500	0.620500
0.190000	0.057748	0.627748
0.192000	0.059011	0.635011
0.194000	0.060288	0.642288
0.196000	0.061580	0.649580
0.198000	0.062887	0.656887
0.200000	0.064208	0.664208
0.202000	0.065544	0.671544
0.204000	0.066894	0.678894
0.206000	0.068259	0.686259
0.208000	0.069639	0.693639
0.210000	0.071034	0.701034
0.212000	0.072443	0.708443
0.214000	0.073867	0.715868
0.216000	0.075307	0.723307
0.218000	0.076761	0.730761
0.220000	0.078230	0.738230
0.222000	0.079714	0.745714
0.224000	0.081213	0.753213
0.226000	0.082726	0.760727
0.228000	0.084255	0.768256
0.230000	0.085799	0.775800
0.232000	0.087359	0.783359
0.234000	0.088933	0.790933
0.236000	0.090522	0.798523
0.238000	0.092127	0.806127
0.240000	0.093747	0.813747
0.242000	0.095382	0.821382
0.244000	0.097032	0.829033
0.246000	0.098698	0.836699
0.248000	0.100379	0.844380
0.250000	0.102076	0.852076
0.252000	0.103787	0.859788
0.254000	0.105515	0.867515
0.256000	0.107258	0.875258
0.258000	0.109016	0.883016
0.260000	0.110790	0.890790
0.262000	0.112579	0.898579
0.264000	0.114384	0.906384
0.266000	0.116205	0.914205
0.268000	0.118041	0.922041
0.270000	0.119893	0.929893
0.272000	0.121760	0.937761
0.274000	0.123644	0.945644
0.276000	0.125543	0.953543
0.278000	0.127458	0.961459
0.280000	0.129389	0.969389
0.282000	0.131335	0.977336
0.284000	0.133298	0.985299
0.286000	0.135277	0.993277
0.288000	0.137271	1.001272
0.290000	0.139282	1.009282
0.292000	0.141308	1.017309
0.294000	0.143351	1.025352
0.296000	0.145410	1.033410
0.298000	0.147485	1.041485
0.300000	0.149576	1.049576
0.302000	0.151683	1.057684
0.304000	0.153806	1.065807
0.306000	0.155946	1.073947
0.308000	0.158102	1.082103
0.310000	0.160275	1.090275
0.312000	0.162463	1.098464
0.314000	0.164668	1.106669
0.316000	0.166890	1.114891
0.318000	0.169128	1.123129
0.320000	0.171382	1.131383
0.322000	0.173653	1.139654
0.324000	0.175941	1.147942
0.326000	0.178245	1.156246
0.328000	0.180566	1.164567
0.330000	0.182904	1.172904
0.332000	0.185258	1.181259
0.334000	0.187629	1.189630
0.336000	0.190016	1.198017
0.338000	0.192421	1.206422
0.340000	0.194842	1.214843
0.342000	0.197280	1.223281
0.344000	0.199735	1.231736
0.346000	0.202207	1.240208
0.348000	0.204696	1.248697
0.350000	0.207202	1.257203
0.352000	0.209725	1.265726
0.354000	0.212265	1.274266
0.356000	0.214822	1.282823
0.358000	0.217396	1.291397
0.360000	0.219987	1.299988
0.362000	0.222596	1.308597
0.364000	0.225222	1.317223
0.366000	0.227865	1.325866
0.368000	0.230525	1.334526
0.370000	0.233203	1.343204
0.372000	0.235898	1.351899
0.374000	0.238610	1.360612
0.376000	0.241340	1.369342
0.378000	0.244088	1.378089
0.380000	0.246853	1.386854
0.382000	0.249635	1.395636
0.384000	0.252435	1.404437
0.386000	0.255253	1.413254
0.388000	0.258088	1.422090
0.390000	0.260941	1.430943
0.392000	0.263812	1.439813
0.394000	0.266701	1.448702
0.396000	0.269607	1.457608
0.398000	0.272531	1.466532
0.400000	0.275473	1.475474
0.402000	0.278433	1.484434
0.404000	0.281411	1.493412
0.406000	0.284407	1.502408
0.408000	0.287420	1.511422
0.410000	0.290452	1.520454
0.412000	0.293502	1.529504
0.414000	0.296570	1.538572
0.416000	0.299657	1.547658
0.418000	0.302761	1.556762
0.420000	0.305884	1.565885
0.422000	0.309024	1.575026
0.424001	0.312184	1.584185
0.426001	0.315361	1.593363
0.428001	0.318557	1.602559
0.430001	0.321771	1.611773
0.432001	0.325004	1.621006
0.434001	0.328256	1.630257
0.436001	0.331525	1.639527
0.438001	0.334814	1.648815
0.440001	0.338121	1.658122
0.442001	0.341446	1.667448
0.444001	0.344790	1.676792
0.446001	0.348153	1.686155
0.448001	0.351535	1.695537
0.450001	0.354935	1.704937
0.452001	0.358355	1.714356
0.454001	0.361793	1.723794
0.456001	0.365250	1.733252
0.458001	0.368726	1.742728
0.460001	0.372221	1.752222
0.462001	0.375735	1.761736
0.464001	0.379268	1.771269
0.466001	0.382820	1.780822
0.468001	0.386391	1.790393
0.470001	0.389981	1.799983
0.472001	0.393591	1.809593
0.474001	0.397220	1.819222
0.476001	0.400868	1.828870
0.478001	0.404535	1.838537
0.480001	0.408222	1.848224
0.482001	0.411928	1.857930
0.484001	0.415654	1.867656
0.486001	0.419399	1.877401
0.488001	0.423163	1.887165
0.490001	0.426947	1.896949
0.492001	0.430751	1.906753
0.494001	0.434574	1.916576
0.496001	0.438417	1.926419
0.498001	0.442280	1.936282
0.500001	0.446163	1.946164
0.502001	0.450065	1.956067
0.504001	0.453987	1.965989
0.506001	0.457929	1.975930
0.508001	0.461891	1.985892
0.510001	0.465872	1.995874
0.512001	0.469874	2.005876
0.514000	0.473896	2.015897
0.516000	0.477938	2.025939
0.518000	0.482000	2.036001
0.520000	0.486082	2.046083
0.522000	0.490184	2.056185
0.524000	0.494306	2.066307
0.526000	0.498449	2.076450
0.528000	0.502612	2.086613
0.530000	0.506796	2.096796
0.532000	0.510999	2.107000
0.534000	0.515224	2.117224
0.536000	0.519468	2.127469
0.538000	0.523733	2.137734
0.540000	0.528019	2.148020
0.542000	0.532326	2.158326
0.544000	0.536653	2.168653
0.546000	0.541000	2.179000
0.548000	0.545368	2.189369
0.550000	0.549758	2.199758
0.552000	0.554168	2.210167
0.554000	0.558598	2.220598
0.556000	0.563050	2.231050
0.558000	0.567522	2.241522
0.560000	0.572016	2.252016
0.562000	0.576531	2.262530
0.564000	0.581066	2.273066
0.566000	0.585623	2.283622
0.568000	0.590201	2.294200
0.570000	0.594800	2.304799
0.572000	0.599420	2.315419
0.574000	0.604061	2.326060
0.576000	0.608724	2.336723
0.578000	0.613408	2.347407
0.580000	0.618114	2.358112
0.582000	0.622840	2.368839
0.584000	0.627589	2.379588
0.586000	0.632359	2.390357
0.588000	0.637150	2.401149
0.589999	0.641963	2.411962
0.591999	0.646798	2.422797
0.593999	0.651655	2.433653
0.595999	0.656533	2.444531
0.597999	0.661433	2.455431
0.599999	0.666355	2.466353
0.601999	0.671298	2.477296
0.603999	0.676264	2.488262
0.605999	0.681251	2.499249
0.607999	0.686261	2.510258
0.609999	0.691292	2.521290
0.611999	0.696346	2.532343
0.613999	0.701422	2.543419
0.615999	0.706519	2.554517
0.617999	0.711640	2.565637
0.619999	0.716782	2.576779
0.621999	0.721947	2.587944
0.623999	0.727134	2.599131
0.625999	0.732343	2.610340
0.627999	0.737575	2.621572
0.629999	0.742830	2.632826
0.631999	0.748106	2.644103
0.633999	0.753406	2.655403
0.635999	0.758728	2.666725
0.637999	0.764073	2.678069
0.639999	0.769440	2.689437
0.641999	0.774831	2.700827
0.643999	0.780244	2.712240
0.645999	0.785680	2.723676
0.647999	0.791138	2.735135
0.649999	0.796620	2.746616
0.651999	0.802125	2.758121
0.653999	0.807652	2.769648
0.655999	0.813203	2.781199
0.657999	0.818777	2.792773
0.659999	0.824374	2.804370
0.661999	0.829995	2.815991
0.663999	0.835638	2.827634
0.665999	0.841305	2.839301
0.667998	0.846996	2.850991
0.669998	0.852709	2.862705
0.671998	0.858446	2.874442
0.673998	0.864207	2.886202
0.675998	0.869991	2.897986
0.677998	0.875799	2.909794
0.679998	0.881630	2.921625
0.681998	0.887485	2.933480
0.683998	0.893364	2.945359
0.685998	0.899267	2.957262
0.687998	0.905193	2.969188
0.689998	0.911144	2.981138
0.691998	0.917118	2.993112
0.693998	0.923116	3.005111
0.695998	0.929138	3.017133
0.697998	0.935185	3.029179
0.699998	0.941255	3.041249
0.701998	0.947350	3.053344
0.703998	0.953468	3.065462
0.705998	0.959611	3.077605
0.707998	0.965779	3.089773
0.709998	0.971970	3.101964
0.711998	0.978187	3.114180
0.713998	0.984427	3.126421
0.715998	0.990692	3.138686
0.717998	0.996982	3.150975
0.719998	1.003296	3.163290
0.721998	1.009635	3.175628
0.723998	1.015999	3.187992
0.725998	1.022387	3.200380
0.727998	1.028800	3.212793
0.729998	1.035238	3.225231
0.731998	1.041701	3.237694
0.733998	1.048189	3.250182
0.735998	1.054702	3.262695
0.737998	1.061240	3.275232
0.739998	1.067803	3.287795
0.741998	1.074391	3.300384
0.743998	1.081004	3.312997
0.745997	1.087643	3.325635
0.747997	1.094307	3.338299
0.749997	1.100996	3.350989
0.751997	1.107711	3.363703
0.753997	1.114451	3.376443
0.755997	1.121217	3.389209
0.757997	1.128008	3.402000
0.759997	1.134825	3.414817
0.761997	1.141667	3.427659
0.763997	1.148535	3.440527
0.765997	1.155429	3.453421
0.767997	1.162349	3.466341
0.769997	1.169295	3.479286
0.771997	1.176266	3.492258
0.773997	1.183264	3.505255
0.775997	1.190287	3.518278
0.777997	1.197337	3.531328
0.779997	1.204412	3.544403
0.781997	1.211514	3.557505
0.783997	1.218642	3.570633
0.785997	1.225797	3.583788
0.787997	1.232978	3.596968
0.789997	1.240185	3.610175
0.791997	1.247418	3.623409
